Workload,Cycles,Instructions,CacheRefs,CacheMiss,BranchMisses,IPC,CacheMiss%,BranchMissPerInstr,Time(s),Cycles_RSD,Instrs_RSD,CacheRefs_RSD,CacheMiss_RSD,BranchMisses_RSD,Time_RSD%
   InsSort (n=13000),128179635,379934948,84469560,181138,13118,2.96,0.2%,3.5e-05,0.086284,0.4%,0.3%,0.3%,0.7%,0.03%
   InsSort (n=14000),148934229,441274554,98104026,225064,14126,2.96,0.2%,3.2e-05,0.100008,0.5%,0.5%,0.5%,0.3%,0.04%
   InsSort (n=15000),171772874,509149154,113190533,269136,15120,2.96,0.2%,3.0e-05,0.115184,0.2%,0.3%,0.3%,1.1%,0.04%
   InsSort (n=16000),194435253,576137977,128080117,309061,16127,2.96,0.2%,2.8e-05,0.131132,0.2%,0.3%,0.3%,0.4%,0.11%
   InsSort (n=17000),220814286,654533965,145504702,350673,17136,2.96,0.2%,2.6e-05,0.148365,0.5%,0.6%,0.6%,1.2%,0.03%
   InsSort (n=18000),245095289,726680658,161540484,393300,18140,2.96,0.2%,2.5e-05,0.164295,0.2%,0.2%,0.2%,0.8%,0.02%
   InsSort (n=19000),273798208,811278430,180343229,444383,19144,2.96,0.2%,2.4e-05,0.183691,0.5%,0.4%,0.4%,0.9%,0.05%
   InsSort (n=20000),304232566,900016436,200066261,510492,20160,2.96,0.3%,2.2e-05,0.204654,0.1%,0.1%,0.1%,0.2%,0.08%
   BubSort (n=1000),3994476,3503873,1493620,36,1028,0.88,0.0%,2.9e-04,0.002725,0.1%,0.0%,0.5%,14.9%,0.56%
   BubSort (n=2000),15983817,14007373,5996768,87,2022,0.88,0.0%,1.4e-04,0.010860,0.1%,0.0%,0.1%,13.7%,0.30%
   BubSort (n=3000),35976948,31510873,13529173,186,3010,0.88,0.0%,9.6e-05,0.024268,0.0%,0.0%,0.4%,9.2%,0.03%
   BubSort (n=4000),64092792,56014373,23961071,2328,4066,0.87,0.0%,7.3e-05,0.052888,0.2%,0.0%,0.3%,18.6%,0.52%
   BubSort (n=5000),100005201,87517873,37465043,2666,5040,0.88,0.0%,5.8e-05,0.070787,0.0%,0.0%,0.1%,56.1%,0.13%
   BubSort (n=6000),144024790,126021373,54008220,29874,6049,0.87,0.1%,4.8e-05,0.098867,0.0%,0.0%,0.2%,6.6%,0.18%
   BubSort (n=7000),196049736,171524873,73564433,89132,7041,0.87,0.1%,4.1e-05,0.134544,0.0%,0.0%,0.1%,2.1%,0.14%
   BubSort (n=8000),256043944,224028373,95976830,144142,8054,0.87,0.2%,3.6e-05,0.173327,0.0%,0.0%,0.2%,0.7%,0.05%
   BubSort (n=9000),324057121,283531873,121879722,211710,9052,0.87,0.2%,3.2e-05,0.219298,0.0%,0.0%,0.2%,0.9%,0.06%
   BubSort (n=10000),400027059,350035373,149883686,280792,10059,0.88,0.2%,2.9e-05,0.270430,0.0%,0.0%,0.3%,0.5%,0.17%
   BubSort (n=11000),484127065,423538873,181477424,341528,11068,0.87,0.2%,2.6e-05,0.327203,0.0%,0.0%,0.1%,0.7%,0.06%
   BubSort (n=12000),576254510,504042373,215824404,408739,12071,0.87,0.2%,2.4e-05,0.389730,0.0%,0.0%,0.1%,0.3%,0.21%
   BubSort (n=13000),676360143,591545873,253543990,474899,13070,0.87,0.2%,2.2e-05,0.459080,0.0%,0.0%,0.3%,0.3%,0.09%
   BubSort (n=14000),784288277,686049373,293422877,545454,14056,0.87,0.2%,2.0e-05,0.529171,0.0%,0.0%,0.1%,0.1%,0.03%
   BubSort (n=15000),900543228,787552873,337392625,617825,15074,0.87,0.2%,1.9e-05,0.612826,0.0%,0.0%,0.1%,0.3%,0.05%
   BubSort (n=16000),1024773502,896056373,383694200,693065,16090,0.87,0.2%,1.8e-05,0.695926,0.0%,0.0%,0.1%,0.3%,0.05%
   BubSort (n=17000),1156650013,1011559873,433222109,769271,17057,0.87,0.2%,1.7e-05,0.777709,0.0%,0.0%,0.1%,0.0%,0.04%
   BubSort (n=18000),1296783555,1134063373,485742502,863271,18064,0.87,0.2%,1.6e-05,0.874199,0.0%,0.0%,0.3%,0.0%,0.04%
   BubSort (n=19000),1444791998,1263566873,541412375,952301,19069,0.87,0.2%,1.5e-05,0.971592,0.0%,0.0%,0.1%,0.1%,0.01%
   BubSort (n=20000),1600960348,1400070373,599796987,1053293,20067,0.87,0.2%,1.4e-05,1.077593,0.0%,0.0%,0.1%,0.2%,0.13%
   QckSort (n=1000),67333,105663,32968,27,1223,1.57,0.1%,1.2e-02,0.000086,5.3%,3.1%,1.9%,3.4%,10.15%
   QckSort (n=2000),137417,233646,77128,41,2141,1.70,0.1%,9.2e-03,0.000131,1.1%,1.5%,3.3%,5.3%,2.07%
   QckSort (n=3000),213080,373759,120718,64,3032,1.75,0.1%,8.1e-03,0.000180,4.2%,4.7%,6.7%,0.7%,3.19%
   QckSort (n=4000),295129,526667,172942,71,4017,1.78,0.0%,7.6e-03,0.000243,0.5%,0.8%,0.5%,28.7%,1.06%
   QckSort (n=5000),371472,670681,214994,73,4866,1.81,0.0%,7.3e-03,0.000287,1.1%,0.9%,4.2%,1.1%,1.62%
   QckSort (n=6000),467124,835529,267708,160,6242,1.79,0.1%,7.5e-03,0.000373,1.8%,1.2%,4.0%,25.2%,6.18%
   QckSort (n=7000),549724,1007303,321903,234,6648,1.83,0.1%,6.6e-03,0.000419,5.1%,5.8%,7.7%,50.3%,1.33%
   QckSort (n=8000),620972,1135537,366691,159,7380,1.83,0.0%,6.5e-03,0.000525,1.6%,2.2%,4.8%,10.3%,0.66%
   QckSort (n=9000),715499,1329012,421706,246,8155,1.86,0.1%,6.1e-03,0.000533,2.0%,2.8%,4.5%,13.9%,0.67%
   QckSort (n=10000),793037,1465901,474369,235,8994,1.85,0.0%,6.1e-03,0.000602,2.6%,3.2%,6.4%,5.6%,0.59%
   QckSort (n=11000),880241,1655143,525008,329,9590,1.88,0.1%,5.8e-03,0.000660,3.8%,5.0%,9.2%,12.5%,0.92%
   QckSort (n=12000),927988,1738991,543767,287,10098,1.87,0.1%,5.8e-03,0.000722,1.3%,1.5%,0.6%,21.2%,0.92%
   QckSort (n=13000),1029545,1938502,602832,414,10857,1.88,0.1%,5.6e-03,0.000749,1.1%,1.3%,3.7%,14.1%,0.55%
   QckSort (n=14000),1160643,2198591,712011,373,11524,1.89,0.1%,5.2e-03,0.000843,3.7%,3.7%,6.5%,20.3%,1.12%
   QckSort (n=15000),1198335,2270084,708004,421,12148,1.89,0.1%,5.4e-03,0.000872,2.8%,3.4%,5.7%,24.0%,0.38%
   QckSort (n=16000),1339036,2546126,801039,508,12854,1.90,0.1%,5.0e-03,0.001006,2.9%,3.4%,7.5%,4.4%,0.48%
   QckSort (n=17000),1388140,2646187,833948,504,13466,1.91,0.1%,5.1e-03,0.001009,0.5%,0.6%,0.5%,21.2%,0.89%
   QckSort (n=18000),1505152,2866354,882562,628,14091,1.90,0.1%,4.9e-03,0.001101,3.5%,4.6%,5.1%,25.9%,0.16%
   QckSort (n=19000),1577308,2962606,926083,546,14676,1.88,0.1%,5.0e-03,0.001188,1.2%,1.5%,2.2%,10.6%,0.85%
   QckSort (n=20000),1727188,3206653,982181,622,15275,1.86,0.1%,4.8e-03,0.001320,3.8%,3.2%,3.9%,9.0%,0.86%
